partOf,source,title,date,genre,link,theatre,city,country
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000272,Devil's Bridge,1822-04-10,Comic Opera,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=271,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000273,A Wooden Shoe Dance,1830-11-23,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=272,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000273,Devil to Pay,1830-11-23,Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=272,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000270,Secrets Worth Knowing,1829-04-10,Comedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=269,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000270,A Masonic Address,1829-04-10,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=269,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000273,Foundling of the Forest,1830-11-23,Play,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=272,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000276,Heir at Law,1826-11-06,Comedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=275,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000276,"The Pilot Or, a Tale of the Sea",1826-11-06,Drama,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=275,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000279,Hunchback,1833-11-07,Play,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=278,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027c,Intrigue,1825-01-13,Interlude,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=281,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027d,Giovanni in London,1830-12-02,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=282,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000270,Pas-De-Deux,1829-04-10,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=269,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000270,A Sailor's Hornpipe,1829-04-10,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=269,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000271,"Peter Wilkins; Or, the Flying Indians",1829-05-04,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=270,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000272,Intrigue,1822-04-10,Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=271,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000273,Rendezvous,1830-11-23,Interlude,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=272,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000274,Englishman in India,1829-04-06,Comedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=273,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000274,"Invincibles; Ou, Les Femmes Soldats",1829-04-06,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=273,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000283,"Pizarro: Or, the Death of Rolla",1829-03-31,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=288,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x0001ef,"Black-Eyed Susan, Or, All in the Downs",1829-10-20,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=140,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000192,The Loadstone Rock,1828-02-11,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=47,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000274,The Swiss Toy Girl,1829-04-06,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=273,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000275,The Siege of Belgrade,1829-03-17,Opera,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=274,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000276,Irishman in London,1826-11-06,Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=275,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000278,Masaniello,1833-08-07,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=277,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027a,Stranger,1833-01-28,Play,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=279,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027a,Rosina,1833-01-28,Musical Drama,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=279,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027b,Capt. Stevens,-12-19,Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=280,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027c,A Day After the Wedding,1825-01-13,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=281,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000275,A Rowland for an Oliver,1829-03-17,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=274,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000279,Nell Gwynne,1833-11-07,Drama,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=278,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027a,Popping the Question,1833-01-28,Drama,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=279,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027b,Merchant of Venice,-12-19,Play,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=280,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027c,Sweethearts & Wives,1825-01-13,Comedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=281,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027c,Maid or Wife,1825-01-13,Musical Piece,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=281,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027d,He Lies Like Truth,1830-12-02,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=282,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000280,Faustus,1825-10-24,Romantic Drama,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=285,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027e,"Pizarro: Or, the Death of Rolla",-03-27,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=283,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027f,Heir at Law,1833-01-11,Comedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=284,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000280,Fish Out of Water,1825-10-24,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=285,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000281,Fish Out of Water,1825-11-11,Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=286,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000283,The Lady and the Devil,1829-03-31,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=288,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000286,Rob Roy Macgregor,1833-01-08,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=291,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000287,"Lara: Or, the Unknown",1833-05-01,Drama,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=292,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027e,Raising the Wind,-03-27,Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=283,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00027f,Monsieur Tonson,1833-01-11,Comic Entertainment,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=284,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028a,"Black-Eyed Susan: Or, All in the Downs",1830-10-25,Nautical Drama,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=295,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028b,The Will,1829-04-24,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=296,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028c,King Lear,1828-01-29,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=297,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000290,"Ambrose Gwinett: Or, a Sea-Side Story",1830-12-03,Drama,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=301,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000290,Spectre Bridegroom,1830-12-03,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=301,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00029b,A School for Scandal,1828-03-07,Comedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=312,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000281,Honey Moon,1825-11-11,Comedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=286,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000282,The Scapegoat,1828-01-14,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=287,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000284,Siege of Belgrade,-11-23,Opera,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=289,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000286,Turning the Tables,1833-01-08,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=291,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000289,Is He Jealous,1834-02-04,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=294,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028d,The Irish Tutor,1825-10-10,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=298,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028e,Little Jockey,1830-08-18,Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=299,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028f,Tale of Mystery,-03-16,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=300,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028b,The Will,1829-04-24,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=296,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028b,Love Among the Roses,1829-04-24,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=296,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028e,"Fazio: Or, the Italian Wife's Revenge",1830-08-18,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=299,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00028f,Douglas,-03-16,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=300,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000294,George Barnwell,1826-11-09,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=305,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000295,Joan of Arc,1827-01-22,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=306,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000297,The Duenna,1812-04-02,Comic Opera,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=308,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000298,Belle's Stratagem,-02-19,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=309,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000290,A Musical Pasticcio,1830-12-03,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=301,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000291,Roland for an Oliver,1829-06-05,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=302,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000295,"Caswallon, King of Britain",1827-01-22,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=306,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000296,Love Laughs at Locksmiths,1834-02-13,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=307,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000297,Rosina,1812-04-02,Musical Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=308,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000298,Of Age To-Morrow,-02-19,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=309,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00029a,Twixt the Cup and the Lip,-01-26,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=311,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x0002a6,Rienzi,1829-10-16,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=323,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00029a,"Caswallon, King of Britain",-01-26,Tragedy,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=311,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00029d,More Blunders Than One,1825-10-31,Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=314,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00029e,"Thirty Years; Or, a Gambler's Life",1828-01-11,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=315,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x00029f,A Day After the Wedding,1827-01-05,,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=316,Miscellaneous Plymouth theatres,Plymouth,England
https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x000002/manifest.json,https://api.bl.uk/metadata/iiif/ark:/81055/vdc_100022589092.0x0002a2,The Farmer,1800-07-04,Musical Farce,http://access.bl.uk/item/viewer/ark:/81055/vdc_100022589092.0x000002#?cv=319,Miscellaneous Plymouth theatres,Plymouth,England
